CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,ClassicCasual
7973734-426046,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7973928-183092,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Leather;Suede,,1
7973928-203036,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Leather;Suede,,1
7973928-354299,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Leather;Suede,,1
7973971-28768,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Rubber;Synthetic,,0
7974194-376475,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Men,Leather;Suede,,1
7974194-376476,Shoes,Sneakers and Athletic Shoes,,Padded;Polyurethane,Lace up,Men,Leather;Suede,,1
7975286-335118,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men,Mesh;Synthetic,,0
7975287-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,Closed Toe,0
7975299-3,Boots,Ankle,Flat,EVA;Padded,Lace up,Men,Leather;Rubber,,1
7975299-367201,Boots,Ankle,Flat,EVA;Padded,Lace up,Men,Leather;Rubber,,1
7975306-118731,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Synthetic,,1
7975406-147392,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975406-355025,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975406-355028,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975406-373582,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh,,0
7975406-373583,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh,,0
7975406-373584,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh,,0
7975406-373587,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh,,0
7975406-373588,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh,,0
7975407-355034,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975407-355035,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975432-355064,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975432-355065,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975432-355066,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975432-355068,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975432-355072,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975432-373593,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975432-388913,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975441-355076,Shoes,Sneakers and Athletic Shoes,,Leather;Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber;Synthetic,,1
7975441-355079,Shoes,Sneakers and Athletic Shoes,,Leather;Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber;Synthetic,,1
7975443-153201,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975443-355084,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975443-355085,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975443-355086,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh,,1
7975443-355087,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh;Rubber,,1
7975443-373595,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Leather;Mesh,,1
7975520-356996,Shoes,Sneakers and Athletic Shoes,,EVA;Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975520-373597,Shoes,Sneakers and Athletic Shoes,,EVA;Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975520-373598,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975524-153201,Shoes,Sneakers and Athletic Shoes,,EVA;Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7975524-355131,Shoes,Sneakers and Athletic Shoes,,EVA;Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7975524-355133,Shoes,Sneakers and Athletic Shoes,,EVA;Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7975527-296048,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Polyester,,0
7975527-355136,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Polyester,,0
7975527-373614,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Polyester,,0
7975527-373615,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Polyester,,0
7975527-373616,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Polyester,,0
7975663-147392,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,,1
7975663-355179,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,,1
7975663-373697,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,,1
7975663-373699,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,,1
7975663-373701,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,,1
7975663-389040,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,,1
7975663-389041,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,,1
7975675-2125,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Orthotic Friendly;Removable,Lace up,Men,Leather;Mesh,,1
7975694-44016,Boots,Ankle,Flat,Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
7975701-180698,Boots,Ankle,,Moisture Wicking;Padded,Lace up,Men,Leather,Round Toe;Closed Toe,1
7975722-183092,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Nubuck,Round Toe;Closed Toe,1
7975722-203036,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Nubuck,Round Toe;Closed Toe,1
7975722-301659,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Nubuck,Round Toe;Closed Toe,1
7975723-355302,Boots,Ankle,Flat,Removable,Lace up,Men,Leather;Nubuck,Round Toe;Closed Toe,1
7975725-367977,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men,Nubuck,,0
7975750-44073,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Removable,Lace up,Men,Mesh,,0
7975750-367987,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Removable,Lace up,Men,Mesh,,0
7975765-355336,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Synthetic Leather,Lace up,Men,Leather;Rubber;Synthetic,,1
7975774-358180,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975774-367988,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7975786-115669,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Mesh;Synthetic,,0
7975790-3,Boots,Ankle,Under 1in,Moisture Wicking;Padded,Elastic Gore,Men,Leather,Round Toe;Closed Toe,1
7975790-6,Boots,Ankle,Under 1in,Moisture Wicking;Padded,Elastic Gore,Men,Leather,Round Toe;Closed Toe,1
7975790-355359,Boots,Ankle,Under 1in,Moisture Wicking;Padded,Elastic Gore,Men,Leather,Round Toe;Closed Toe,1
7975798-15105,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men,Synthetic,,0
7975798-367996,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men,Synthetic,,0
7975798-383229,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men,Faux Leather;Synthetic,,1
7975798-383230,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men,Faux Leather;Synthetic,,1
7975823-552,Shoes,Boat Shoes,,Memory Foam;Moisture Wicking;Padded,Elastic Gore;Slip-On,Men,Suede,Moc Toe;Round Toe;Closed Toe,0
7975823-4554,Shoes,Boat Shoes,,Memory Foam;Moisture Wicking;Padded,Elastic Gore;Slip-On,Men,Suede,Moc Toe;Round Toe;Closed Toe,0
7975858-947,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Suede,,0
7975858-2552,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Suede,,0
7975860-404560,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Hook and Loop;Lace up,Men,Leather;Nubuck,,1
7975877-6381,Shoes,Oxfords,,Leather,Lace up,Men,Suede,,0
7975877-355411,Shoes,Oxfords,,Leather,Lace up,Men,Suede,,0
7975877-355417,Shoes,Oxfords,,Leather,Lace up,Men,Suede,,0
7975878-2906,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Suede,,0
7975878-20316,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Suede,,0
7975891-95709,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Linen,Round Toe,0
7975929-260931,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Nubuck;Nylon,,0
7975955-355450,Boots,Ankle,,Moisture Wicking;Padded,Lace up,Men,Leather,,1
7975961-11637,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Leather;Rubber;Synthetic,,1
7975961-18825,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Leather;Rubber;Synthetic,,1
7975961-372079,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Leather;Rubber;Synthetic,,1
7975961-372080,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Leather;Rubber;Synthetic,,1
7975961-390363,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Leather;Rubber;Synthetic,,1
7975970-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
7975970-24150,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Synthetic,,1
7975970-79932,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
7975970-104728,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Rubber;Synthetic,,1
7975970-211886,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Synthetic,,1
7975970-279843,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
7975970-355543,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
7975970-355544,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
7975970-372073,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Synthetic,,1
7975970-372074,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Synthetic,,1
7975970-390448,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede;Synthetic,,1
7975973-355456,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,,Men,Rubber;Suede,,0
7975982-355462,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather,,1
7975992-3,Boots,Ankle,,Padded,Lace up,Men,Nylon,,0
7975993-8412,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Hook and Loop,Men,Leather;Rubber,,1
7975993-44016,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Hook and Loop,Men,Leather;Rubber,,1
7975994-151,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather;Nubuck;Nylon,,1
7976009-151,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded,Lace up,Men,Suede,,0
7976009-173693,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Suede,,0
7976009-183092,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Suede,,0
7976009-361105,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Suede,,0
7976011-351248,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Canvas;Rubber,,0
7976011-355485,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Canvas;Rubber,,0
7976060-74769,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas;Rubber,,0
7976060-355507,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas;Rubber,,0
7976060-355508,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas;Rubber,,0
7976060-355509,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,,0
7976086-229905,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976086-355530,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976086-355531,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976086-376375,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976172-170097,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976172-352214,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976172-352215,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976172-355538,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976172-355539,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976191-355561,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976191-355562,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976191-355563,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976191-380765,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976194-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7976194-355566,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7976195-45499,Shoes,Sneakers and Athletic Shoes,,EVA;Leather,,Men,Leather;Mesh;Rubber,,1
7976197-11196,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Nubuck;Rubber,,0
7976197-355568,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Nubuck;Rubber,,0
7976205-355570,Shoes,Sneakers and Athletic Shoes,,,,Men,Canvas;Rubber;Synthetic,,0
7976205-355571,Shoes,Sneakers and Athletic Shoes,,,,Men,Canvas;Rubber;Synthetic,,0
7976206-7968,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7976210-355573,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Lace;Leather;Nylon;Rubber,,1
7976210-355574,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Lace;Leather;Nylon;Rubber,,1
7976215-37647,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7976215-220694,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,0
7976215-373586,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,0
7976234-8034,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather,,1
7976234-12293,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather,,1
7976234-25525,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Synthetic,,1
7976234-45837,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Synthetic,,1
7976234-220713,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Synthetic,,1
7976234-373594,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Synthetic,,1
7976241-8313,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976241-89327,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976241-267221,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976270-97986,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Rubber;Synthetic,,0
7976281-90234,Sandals,Flat,,,Slip-On,Men,Synthetic,Open Toe,0
7976281-354086,Sandals,Flat,,,Slip-On,Men,Synthetic,Open Toe,0
7976281-355632,Sandals,Flat,,,Slip-On,Men,Synthetic,Open Toe,0
7976285-355538,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976285-355634,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976285-355635,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976285-355636,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976296-354101,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976296-355644,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976315-152564,Shoes,Sneakers and Athletic Shoes,,Gel;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976315-355647,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976328-216395,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7976328-253355,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7976328-355653,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7976354-1066,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976354-2125,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976354-236750,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976354-355658,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976354-355659,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976396-352486,Shoes,Sneakers and Athletic Shoes,,Gel;Padded,Lace up,Men,Mesh;Rubber,,0
7976397-354101,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Synthetic,,0
7976397-355671,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976397-390077,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Synthetic,,0
7976410-355674,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976410-355675,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976410-355676,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976416-232270,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Rubber;Synthetic,,1
7976416-355679,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Rubber;Synthetic,,1
7976416-355680,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Rubber;Synthetic,,1
7976416-355681,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Rubber;Synthetic,,1
7976416-390101,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Rubber;Synthetic,,1
7976416-390609,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Leather;Rubber;Synthetic,,1
7976430-232270,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Synthetic,,0
7976430-355679,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Synthetic,,0
7976430-390489,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Synthetic,,0
7976430-390609,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Synthetic,,0
7976434-355684,Shoes,Sneakers and Athletic Shoes,,Gel;Orthotic Friendly;Padded,Lace up,Men,Mesh,,0
7976434-355685,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh,,0
7976434-355686,Shoes,Sneakers and Athletic Shoes,,Gel;Orthotic Friendly;Padded,Lace up,Men,Mesh,,0
7976434-380771,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh,,0
7976451-355698,Shoes,Sneakers and Athletic Shoes,,Gel;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976451-355699,Shoes,Sneakers and Athletic Shoes,,Gel;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976451-355700,Shoes,Sneakers and Athletic Shoes,,Gel;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976946-356005,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Synthetic,,0
7976951-37672,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7976951-356007,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7976951-356008,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7976951-390081,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Synthetic Leather,,Men,Leather;Mesh;Rubber;Synthetic,,1
7976955-354100,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Mesh,,0
7976955-354101,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Mesh,,0
7976959-356009,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Rubber,,0
7976959-356012,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh,,0
7976959-390071,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh,,0
7976962-310782,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh,,0
7976962-356015,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh,,0
7976964-310782,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber,,0
7976964-356015,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber,,0
7976983-12293,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Microfiber;Mesh;Synthetic,,0
7976983-310792,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Microfiber;Mesh;Synthetic,,0
7976983-356023,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Microfiber;Mesh;Synthetic,,0
7976983-356024,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Microfiber;Mesh;Synthetic,,0
7976983-356025,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Microfiber;Mesh;Synthetic,,0
7976997-87769,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976997-356033,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976997-356034,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976997-371890,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7976997-371891,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Synthetic,,0
7976997-390112,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7977124-279798,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7977124-343774,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Mesh;Synthetic,,0
7977124-356042,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7977124-356043,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Synthetic,,0
7977124-390116,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Mesh;Synthetic,,0
7977188-279798,Shoes,Sneakers and Athletic Shoes,,EVA;Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7977188-356087,Shoes,Sneakers and Athletic Shoes,,EVA;Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7977188-356088,Shoes,Sneakers and Athletic Shoes,,EVA;Memory Foam;Padded,Lace up,Men,Mesh;Synthetic,,0
7977212-44016,Boots,Ankle,,EVA;Padded;Removable,Lace up,Men,Leather;Nubuck;Rubber,,1
